Kernel type,Num cols,Init buffer size,Num bytes,Num Blocks,Num threads,Kernel Time,Malloc Count,Kernel malloc,Vec malloc,Next buf malloc,Free,Result total len
WarpLevel (Gallatin),5,16384,4000000,128,256,0.570,2049,1024,1025,0,2048,799948
PrefixSum,5,16384,4000000,128,256,0.694,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,40000000,1,64,368.012,19,2,3,14,18,8000738
PrefixSum,5,16384,40000000,1,64,529.372,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,1,128,185.043,33,4,5,24,32,8000738
PrefixSum,5,16384,40000000,1,128,269.048,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,1,256,94.546,57,8,9,40,56,8000738
PrefixSum,5,16384,40000000,1,256,135.061,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,8,64,46.307,97,16,17,64,96,8000738
PrefixSum,5,16384,40000000,8,64,66.099,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,8,128,23.333,193,32,33,128,192,8000738
PrefixSum,5,16384,40000000,8,128,33.435,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,8,256,12.082,321,64,65,192,320,8000738
PrefixSum,5,16384,40000000,8,256,17.350,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,32,64,11.788,321,64,65,192,320,8000738
PrefixSum,5,16384,40000000,32,64,17.036,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,32,128,6.130,513,128,129,256,512,8000738
PrefixSum,5,16384,40000000,32,128,9.036,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,32,256,6.050,769,256,257,256,768,8000738
PrefixSum,5,16384,40000000,32,256,5.570,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,128,64,3.393,769,256,257,256,768,8000738
PrefixSum,5,16384,40000000,128,64,5.356,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,128,128,3.294,1025,512,513,0,1024,8000738
PrefixSum,5,16384,40000000,128,128,5.887,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,40000000,128,256,4.026,2049,1024,1025,0,2048,8000738
PrefixSum,5,16384,40000000,128,256,9.325,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,16384,400000000,1,64,3664.543,27,2,3,22,26,80000786
PrefixSum,5,16384,400000000,1,64,5291.475,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,1,128,1850.069,49,4,5,40,48,80000786
PrefixSum,5,16384,400000000,1,128,2671.365,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,1,256,946.254,89,8,9,72,88,80000786
PrefixSum,5,16384,400000000,1,256,1352.544,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,8,64,462.305,161,16,17,128,160,80000786
PrefixSum,5,16384,400000000,8,64,664.261,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,8,128,233.329,289,32,33,224,288,80000786
PrefixSum,5,16384,400000000,8,128,337.804,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,8,256,121.200,513,64,65,384,512,80000786
PrefixSum,5,16384,400000000,8,256,173.681,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,32,64,117.420,513,64,65,384,512,80000786
PrefixSum,5,16384,400000000,32,64,170.727,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,32,128,61.673,897,128,129,640,896,80000786
PrefixSum,5,16384,400000000,32,128,90.599,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,32,256,60.844,1538,256,258,1024,1537,80000786
PrefixSum,5,16384,400000000,32,256,56.308,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,128,64,33.584,1538,256,258,1024,1537,80000786
PrefixSum,5,16384,400000000,128,64,53.794,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,128,128,33.141,2562,512,514,1536,2561,80000786
PrefixSum,5,16384,400000000,128,128,61.404,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,400000000,128,256,39.774,4099,1024,1027,2048,4098,80000786
PrefixSum,5,16384,400000000,128,256,96.824,0,0,0,0,0,80000786
WarpLevel,1,1024,4000,1,64,0.104,5,2,3,0,4,784
PrefixSum,1,1024,4000,1,64,0.062,0,0,0,0,0,784
WarpLevel,1,1024,4000,1,128,0.134,9,4,5,0,8,784
PrefixSum,1,1024,4000,1,128,0.054,0,0,0,0,0,784
WarpLevel,1,1024,4000,1,256,0.170,17,8,9,0,16,784
PrefixSum,1,1024,4000,1,256,0.044,0,0,0,0,0,784
WarpLevel,1,1024,4000,1,512,0.268,33,16,17,0,32,784
PrefixSum,1,1024,4000,1,512,0.041,0,0,0,0,0,784
WarpLevel,1,1024,4000,1,1024,0.686,65,32,33,0,64,784
PrefixSum,1,1024,4000,1,1024,0.038,0,0,0,0,0,784
WarpLevel,1,1024,4000,8,64,0.131,33,16,17,0,32,784
PrefixSum,1,1024,4000,8,64,0.037,0,0,0,0,0,784
WarpLevel,1,1024,4000,8,128,0.218,65,32,33,0,64,784
PrefixSum,1,1024,4000,8,128,0.038,0,0,0,0,0,784
WarpLevel,1,1024,4000,8,256,0.459,129,64,65,0,128,784
PrefixSum,1,1024,4000,8,256,0.040,0,0,0,0,0,784
WarpLevel,1,1024,4000,8,512,0.786,257,128,129,0,256,784
PrefixSum,1,1024,4000,8,512,0.042,0,0,0,0,0,784
WarpLevel,1,1024,4000,8,1024,2.241,513,256,257,0,512,784
PrefixSum,1,1024,4000,8,1024,0.039,0,0,0,0,0,784
WarpLevel,1,1024,4000,32,64,1.038,129,64,65,0,128,784
PrefixSum,1,1024,4000,32,64,0.039,0,0,0,0,0,784
WarpLevel,1,1024,4000,32,128,1.747,257,128,129,0,256,784
PrefixSum,1,1024,4000,32,128,0.039,0,0,0,0,0,784
WarpLevel,1,1024,4000,32,256,4.211,513,256,257,0,512,784
PrefixSum,1,1024,4000,32,256,0.039,0,0,0,0,0,784
WarpLevel,1,1024,4000,32,512,8.197,1025,512,513,0,1024,784
PrefixSum,1,1024,4000,32,512,0.039,0,0,0,0,0,784
WarpLevel,1,1024,4000,32,1024,12.201,2049,1024,1025,0,2048,784
PrefixSum,1,1024,4000,32,1024,0.038,0,0,0,0,0,784
WarpLevel,1,1024,4000,128,64,18.061,513,256,257,0,512,784
PrefixSum,1,1024,4000,128,64,0.039,0,0,0,0,0,784
WarpLevel,1,1024,4000,128,128,29.010,1025,512,513,0,1024,784
PrefixSum,1,1024,4000,128,128,0.044,0,0,0,0,0,784
WarpLevel,1,1024,4000,128,256,47.858,2049,1024,1025,0,2048,784
PrefixSum,1,1024,4000,128,256,0.040,0,0,0,0,0,784
WarpLevel,1,1024,4000,128,512,39.077,4098,2048,2050,0,4097,784
PrefixSum,1,1024,4000,128,512,0.040,0,0,0,0,0,784
WarpLevel,1,1024,4000,128,1024,10.462,8195,4096,4099,0,8194,784
PrefixSum,1,1024,4000,128,1024,0.040,0,0,0,0,0,784
WarpLevel,1,1024,40000,1,64,0.159,9,2,3,4,8,7962
PrefixSum,1,1024,40000,1,64,0.113,0,0,0,0,0,7962
WarpLevel,1,1024,40000,1,128,0.128,13,4,5,4,12,7962
PrefixSum,1,1024,40000,1,128,0.078,0,0,0,0,0,7962
WarpLevel,1,1024,40000,1,256,0.150,17,8,9,0,16,7962
PrefixSum,1,1024,40000,1,256,0.074,0,0,0,0,0,7962
WarpLevel,1,1024,40000,1,512,0.249,33,16,17,0,32,7962
PrefixSum,1,1024,40000,1,512,0.051,0,0,0,0,0,7962
WarpLevel,1,1024,40000,1,1024,0.681,65,32,33,0,64,7962
PrefixSum,1,1024,40000,1,1024,0.166,0,0,0,0,0,7962
WarpLevel,1,1024,40000,8,64,0.149,33,16,17,0,32,7962
PrefixSum,1,1024,40000,8,64,0.046,0,0,0,0,0,7962
WarpLevel,1,1024,40000,8,128,0.221,65,32,33,0,64,7962
PrefixSum,1,1024,40000,8,128,0.042,0,0,0,0,0,7962
WarpLevel,1,1024,40000,8,256,0.388,129,64,65,0,128,7962
PrefixSum,1,1024,40000,8,256,0.041,0,0,0,0,0,7962
WarpLevel,1,1024,40000,8,512,0.874,257,128,129,0,256,7962
PrefixSum,1,1024,40000,8,512,0.040,0,0,0,0,0,7962
WarpLevel,1,1024,40000,8,1024,2.593,513,256,257,0,512,7962
PrefixSum,1,1024,40000,8,1024,0.040,0,0,0,0,0,7962
WarpLevel,1,1024,40000,32,64,1.021,129,64,65,0,128,7962
PrefixSum,1,1024,40000,32,64,0.043,0,0,0,0,0,7962
WarpLevel,1,1024,40000,32,128,2.160,257,128,129,0,256,7962
PrefixSum,1,1024,40000,32,128,0.041,0,0,0,0,0,7962
WarpLevel,1,1024,40000,32,256,4.717,513,256,257,0,512,7962
PrefixSum,1,1024,40000,32,256,0.038,0,0,0,0,0,7962
WarpLevel,1,1024,40000,32,512,8.315,1025,512,513,0,1024,7962
PrefixSum,1,1024,40000,32,512,0.039,0,0,0,0,0,7962
WarpLevel,1,1024,40000,32,1024,10.480,2049,1024,1025,0,2048,7962
PrefixSum,1,1024,40000,32,1024,0.039,0,0,0,0,0,7962
WarpLevel,1,1024,40000,128,64,19.370,513,256,257,0,512,7962
PrefixSum,1,1024,40000,128,64,0.039,0,0,0,0,0,7962
WarpLevel,1,1024,40000,128,128,33.248,1025,512,513,0,1024,7962
PrefixSum,1,1024,40000,128,128,0.038,0,0,0,0,0,7962
WarpLevel,1,1024,40000,128,256,36.991,2049,1024,1025,0,2048,7962
PrefixSum,1,1024,40000,128,256,0.039,0,0,0,0,0,7962
WarpLevel,1,1024,40000,128,512,38.319,4098,2048,2050,0,4097,7962
PrefixSum,1,1024,40000,128,512,0.039,0,0,0,0,0,7962
WarpLevel,1,1024,40000,128,1024,16.432,8195,4096,4099,0,8194,7962
PrefixSum,1,1024,40000,128,1024,0.041,0,0,0,0,0,7962
WarpLevel,1,1024,4000000,1,64,10.420,21,2,3,16,20,799948
PrefixSum,1,1024,4000000,1,64,12.476,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,1,128,5.625,37,4,5,28,36,799948
PrefixSum,1,1024,4000000,1,128,6.582,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,1,256,3.178,65,8,9,48,64,799948
PrefixSum,1,1024,4000000,1,256,3.536,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,1,512,2.287,113,16,17,80,112,799948
PrefixSum,1,1024,4000000,1,512,2.104,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,1,1024,2.470,193,32,33,128,192,799948
PrefixSum,1,1024,4000000,1,1024,1.783,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,8,64,1.577,113,16,17,80,112,799948
PrefixSum,1,1024,4000000,8,64,1.674,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,8,128,1.248,193,32,33,128,192,799948
PrefixSum,1,1024,4000000,8,128,1.081,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,8,256,1.709,321,64,65,192,320,799948
PrefixSum,1,1024,4000000,8,256,0.566,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,8,512,3.376,513,128,129,256,512,799948
PrefixSum,1,1024,4000000,8,512,0.401,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,8,1024,8.201,1024,256,257,511,1023,799948
PrefixSum,1,1024,4000000,8,1024,0.352,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,32,64,2.869,321,64,65,192,320,799948
PrefixSum,1,1024,4000000,32,64,0.538,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,32,128,2.932,513,128,129,256,512,799948
PrefixSum,1,1024,4000000,32,128,0.360,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,32,256,5.088,1024,256,257,511,1023,799948
PrefixSum,1,1024,4000000,32,256,0.285,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,32,512,9.360,1537,512,513,512,1536,799948
PrefixSum,1,1024,4000000,32,512,0.357,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,32,1024,9.139,2049,1024,1025,0,2048,799948
PrefixSum,1,1024,4000000,32,1024,0.506,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,128,64,14.203,1024,256,257,511,1023,799948
PrefixSum,1,1024,4000000,128,64,0.268,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,128,128,39.701,1537,512,513,512,1536,799948
PrefixSum,1,1024,4000000,128,128,0.337,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,128,256,37.046,2049,1024,1025,0,2048,799948
PrefixSum,1,1024,4000000,128,256,0.481,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,128,512,37.966,4098,2048,2050,0,4097,799948
PrefixSum,1,1024,4000000,128,512,0.216,0,0,0,0,0,799948
WarpLevel,1,1024,4000000,128,1024,15.036,8195,4096,4099,0,8194,799948
PrefixSum,1,1024,4000000,128,1024,0.196,0,0,0,0,0,799948
WarpLevel,1,1024,40000000,1,64,101.103,27,2,3,22,26,8000738
PrefixSum,1,1024,40000000,1,64,124.532,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,1,128,52.247,49,4,5,40,48,8000738
PrefixSum,1,1024,40000000,1,128,64.660,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,1,256,26.827,89,8,9,72,88,8000738
PrefixSum,1,1024,40000000,1,256,34.226,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,1,512,15.591,161,16,17,128,160,8000738
PrefixSum,1,1024,40000000,1,512,20.073,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,1,1024,10.377,289,32,33,224,288,8000738
PrefixSum,1,1024,40000000,1,1024,16.500,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,8,64,13.151,161,16,17,128,160,8000738
PrefixSum,1,1024,40000000,8,64,15.729,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,8,128,7.470,289,32,33,224,288,8000738
PrefixSum,1,1024,40000000,8,128,8.240,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,8,256,5.147,513,64,65,384,512,8000738
PrefixSum,1,1024,40000000,8,256,4.608,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,8,512,6.561,897,128,129,640,896,8000738
PrefixSum,1,1024,40000000,8,512,2.868,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,8,1024,17.398,1538,256,258,1024,1537,8000738
PrefixSum,1,1024,40000000,8,1024,2.483,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,32,64,6.208,513,64,65,384,512,8000738
PrefixSum,1,1024,40000000,32,64,4.338,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,32,128,7.339,897,128,129,640,896,8000738
PrefixSum,1,1024,40000000,32,128,2.600,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,32,256,12.570,1538,256,258,1024,1537,8000738
PrefixSum,1,1024,40000000,32,256,1.765,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,32,512,19.081,3075,512,515,2048,3074,8000738
PrefixSum,1,1024,40000000,32,512,4.296,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,32,1024,51.512,5123,1024,1027,3072,5122,8000738
PrefixSum,1,1024,40000000,32,1024,6.423,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,128,64,33.152,1538,256,258,1024,1537,8000738
PrefixSum,1,1024,40000000,128,64,1.605,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,128,128,50.306,3075,512,515,2048,3074,8000738
PrefixSum,1,1024,40000000,128,128,3.359,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,128,256,111.070,5123,1024,1027,3072,5122,8000738
PrefixSum,1,1024,40000000,128,256,5.932,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,128,512,51.636,8196,2048,2052,4096,8195,8000738
PrefixSum,1,1024,40000000,128,512,5.721,0,0,0,0,0,8000738
WarpLevel,1,1024,40000000,128,1024,26.856,12292,4096,4100,4096,12291,8000738
PrefixSum,1,1024,40000000,128,1024,5.579,0,0,0,0,0,8000738
WarpLevel,1,1024,400000000,1,64,1006.630,35,2,3,30,34,80000786
PrefixSum,1,1024,400000000,1,64,1244.933,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,1,128,518.731,65,4,5,56,64,80000786
PrefixSum,1,1024,400000000,1,128,642.021,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,1,256,262.556,121,8,9,104,120,80000786
PrefixSum,1,1024,400000000,1,256,338.995,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,1,512,148.903,225,16,17,192,224,80000786
PrefixSum,1,1024,400000000,1,512,223.271,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,1,1024,82.944,417,32,33,352,416,80000786
PrefixSum,1,1024,400000000,1,1024,158.257,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,8,64,130.204,225,16,17,192,224,80000786
PrefixSum,1,1024,400000000,8,64,156.832,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,8,128,67.789,417,32,33,352,416,80000786
PrefixSum,1,1024,400000000,8,128,81.576,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,8,256,37.717,769,64,65,640,768,80000786
PrefixSum,1,1024,400000000,8,256,44.728,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,8,512,28.142,1410,128,130,1152,1409,80000786
PrefixSum,1,1024,400000000,8,512,27.919,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,8,1024,42.175,2563,256,259,2048,2562,80000786
PrefixSum,1,1024,400000000,8,1024,24.153,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,32,64,37.095,769,64,65,640,768,80000786
PrefixSum,1,1024,400000000,32,64,42.686,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,32,128,27.829,1410,128,130,1152,1409,80000786
PrefixSum,1,1024,400000000,32,128,24.935,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,32,256,20.522,2563,256,259,2048,2562,80000786
PrefixSum,1,1024,400000000,32,256,17.227,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,32,1024,69.208,8196,1024,1028,6144,8195,80000786
PrefixSum,1,1024,400000000,32,1024,66.508,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,128,64,28.104,2563,256,259,2048,2562,80000786
PrefixSum,1,1024,400000000,128,64,15.607,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,128,128,74.421,4611,512,515,3584,4610,80000786
PrefixSum,1,1024,400000000,128,128,34.635,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,128,256,42.475,8196,1024,1028,6144,8195,80000786
PrefixSum,1,1024,400000000,128,256,62.293,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,128,512,88.751,14341,2048,2053,10240,14340,80000786
PrefixSum,1,1024,400000000,128,512,67.134,0,0,0,0,0,80000786
WarpLevel,1,1024,400000000,128,1024,225.468,24582,4096,4102,16384,24581,80000786
PrefixSum,1,1024,400000000,128,1024,61.842,0,0,0,0,0,80000786
WarpLevel,2,1024,4000,1,64,0.066,5,2,3,0,4,784
PrefixSum,2,1024,4000,1,64,0.054,0,0,0,0,0,784
WarpLevel,2,1024,4000,1,128,0.075,9,4,5,0,8,784
PrefixSum,2,1024,4000,1,128,0.048,0,0,0,0,0,784
WarpLevel,2,1024,4000,1,256,0.115,17,8,9,0,16,784
PrefixSum,2,1024,4000,1,256,0.041,0,0,0,0,0,784
WarpLevel,2,1024,4000,1,512,0.246,33,16,17,0,32,784
PrefixSum,2,1024,4000,1,512,0.049,0,0,0,0,0,784
WarpLevel,2,1024,4000,1,1024,0.633,65,32,33,0,64,784
PrefixSum,2,1024,4000,1,1024,0.038,0,0,0,0,0,784
WarpLevel,2,1024,4000,8,64,0.127,33,16,17,0,32,784
PrefixSum,2,1024,4000,8,64,0.039,0,0,0,0,0,784
WarpLevel,2,1024,4000,8,128,0.209,65,32,33,0,64,784
PrefixSum,2,1024,4000,8,128,0.037,0,0,0,0,0,784
WarpLevel,2,1024,4000,8,256,0.366,129,64,65,0,128,784
PrefixSum,2,1024,4000,8,256,0.038,0,0,0,0,0,784
WarpLevel,2,1024,4000,8,512,0.966,257,128,129,0,256,784
PrefixSum,2,1024,4000,8,512,0.039,0,0,0,0,0,784
WarpLevel,2,1024,4000,8,1024,3.267,513,256,257,0,512,784
PrefixSum,2,1024,4000,8,1024,0.038,0,0,0,0,0,784
WarpLevel,2,1024,4000,32,64,0.959,129,64,65,0,128,784
PrefixSum,2,1024,4000,32,64,0.038,0,0,0,0,0,784
WarpLevel,2,1024,4000,32,128,1.714,257,128,129,0,256,784
PrefixSum,2,1024,4000,32,128,0.038,0,0,0,0,0,784
WarpLevel,2,1024,4000,32,256,4.142,513,256,257,0,512,784
PrefixSum,2,1024,4000,32,256,0.039,0,0,0,0,0,784
WarpLevel,2,1024,4000,32,512,8.004,1025,512,513,0,1024,784
PrefixSum,2,1024,4000,32,512,0.039,0,0,0,0,0,784
WarpLevel,2,1024,4000,32,1024,12.280,2049,1024,1025,0,2048,784
PrefixSum,2,1024,4000,32,1024,0.040,0,0,0,0,0,784
WarpLevel,2,1024,4000,128,64,19.590,513,256,257,0,512,784
PrefixSum,2,1024,4000,128,64,0.038,0,0,0,0,0,784
WarpLevel,2,1024,4000,128,128,30.665,1025,512,513,0,1024,784
PrefixSum,2,1024,4000,128,128,0.040,0,0,0,0,0,784
WarpLevel,2,1024,4000,128,256,38.642,2049,1024,1025,0,2048,784
PrefixSum,2,1024,4000,128,256,0.040,0,0,0,0,0,784
WarpLevel,2,1024,4000,128,512,42.361,4098,2048,2050,0,4097,784
PrefixSum,2,1024,4000,128,512,0.040,0,0,0,0,0,784
WarpLevel,2,1024,4000,128,1024,10.975,8195,4096,4099,0,8194,784
PrefixSum,2,1024,4000,128,1024,0.044,0,0,0,0,0,784
WarpLevel,2,1024,40000,1,64,0.171,9,2,3,4,8,7962
PrefixSum,2,1024,40000,1,64,0.174,0,0,0,0,0,7962
WarpLevel,2,1024,40000,1,128,0.140,13,4,5,4,12,7962
PrefixSum,2,1024,40000,1,128,0.110,0,0,0,0,0,7962
WarpLevel,2,1024,40000,1,256,0.159,17,8,9,0,16,7962
PrefixSum,2,1024,40000,1,256,0.078,0,0,0,0,0,7962
WarpLevel,2,1024,40000,1,512,0.260,33,16,17,0,32,7962
PrefixSum,2,1024,40000,1,512,0.059,0,0,0,0,0,7962
WarpLevel,2,1024,40000,1,1024,0.664,65,32,33,0,64,7962
PrefixSum,2,1024,40000,1,1024,0.050,0,0,0,0,0,7962
WarpLevel,2,1024,40000,8,64,0.140,33,16,17,0,32,7962
PrefixSum,2,1024,40000,8,64,0.086,0,0,0,0,0,7962
WarpLevel,2,1024,40000,8,128,0.247,65,32,33,0,64,7962
PrefixSum,2,1024,40000,8,128,0.070,0,0,0,0,0,7962
WarpLevel,2,1024,40000,8,256,0.476,129,64,65,0,128,7962
PrefixSum,2,1024,40000,8,256,0.041,0,0,0,0,0,7962
WarpLevel,2,1024,40000,8,512,1.055,257,128,129,0,256,7962
PrefixSum,2,1024,40000,8,512,0.041,0,0,0,0,0,7962
WarpLevel,2,1024,40000,8,1024,3.518,513,256,257,0,512,7962
PrefixSum,2,1024,40000,8,1024,0.041,0,0,0,0,0,7962
WarpLevel,2,1024,40000,32,64,0.892,129,64,65,0,128,7962
PrefixSum,2,1024,40000,32,64,0.108,0,0,0,0,0,7962
WarpLevel,2,1024,40000,32,128,1.940,257,128,129,0,256,7962
PrefixSum,2,1024,40000,32,128,0.042,0,0,0,0,0,7962
WarpLevel,2,1024,40000,32,256,4.116,513,256,257,0,512,7962
PrefixSum,2,1024,40000,32,256,0.041,0,0,0,0,0,7962
WarpLevel,2,1024,40000,32,512,8.037,1025,512,513,0,1024,7962
PrefixSum,2,1024,40000,32,512,0.042,0,0,0,0,0,7962
WarpLevel,2,1024,40000,32,1024,11.964,2049,1024,1025,0,2048,7962
PrefixSum,2,1024,40000,32,1024,0.040,0,0,0,0,0,7962
WarpLevel,2,1024,40000,128,64,20.242,513,256,257,0,512,7962
PrefixSum,2,1024,40000,128,64,0.040,0,0,0,0,0,7962
WarpLevel,2,1024,40000,128,128,36.063,1025,512,513,0,1024,7962
PrefixSum,2,1024,40000,128,128,0.039,0,0,0,0,0,7962
WarpLevel,2,1024,40000,128,256,60.808,2049,1024,1025,0,2048,7962
PrefixSum,2,1024,40000,128,256,0.041,0,0,0,0,0,7962
WarpLevel,2,1024,40000,128,512,46.953,4098,2048,2050,0,4097,7962
PrefixSum,2,1024,40000,128,512,0.043,0,0,0,0,0,7962
WarpLevel,2,1024,40000,128,1024,16.515,8195,4096,4099,0,8194,7962
PrefixSum,2,1024,40000,128,1024,0.041,0,0,0,0,0,7962
WarpLevel,2,1024,4000000,1,64,15.667,21,2,3,16,20,799948
PrefixSum,2,1024,4000000,1,64,23.702,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,1,128,8.187,37,4,5,28,36,799948
PrefixSum,2,1024,4000000,1,128,12.168,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,1,256,4.623,65,8,9,48,64,799948
PrefixSum,2,1024,4000000,1,256,6.466,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,1,512,3.072,113,16,17,80,112,799948
PrefixSum,2,1024,4000000,1,512,3.529,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,1,1024,3.133,193,32,33,128,192,799948
PrefixSum,2,1024,4000000,1,1024,2.780,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,8,64,2.494,113,16,17,80,112,799948
PrefixSum,2,1024,4000000,8,64,3.240,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,8,128,1.599,193,32,33,128,192,799948
PrefixSum,2,1024,4000000,8,128,1.600,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,8,256,1.942,321,64,65,192,320,799948
PrefixSum,2,1024,4000000,8,256,0.894,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,8,512,2.752,513,128,129,256,512,799948
PrefixSum,2,1024,4000000,8,512,0.574,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,8,1024,9.524,1024,256,257,511,1023,799948
PrefixSum,2,1024,4000000,8,1024,0.474,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,32,64,2.640,321,64,65,192,320,799948
PrefixSum,2,1024,4000000,32,64,0.874,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,32,128,3.261,513,128,129,256,512,799948
PrefixSum,2,1024,4000000,32,128,0.541,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,32,256,4.827,1024,256,257,511,1023,799948
PrefixSum,2,1024,4000000,32,256,0.380,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,32,512,9.941,1537,512,513,512,1536,799948
PrefixSum,2,1024,4000000,32,512,0.439,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,32,1024,12.003,2049,1024,1025,0,2048,799948
PrefixSum,2,1024,4000000,32,1024,0.700,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,128,64,16.867,1024,256,257,511,1023,799948
PrefixSum,2,1024,4000000,128,64,0.372,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,128,128,42.334,1537,512,513,512,1536,799948
PrefixSum,2,1024,4000000,128,128,0.410,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,128,256,50.201,2049,1024,1025,0,2048,799948
PrefixSum,2,1024,4000000,128,256,0.581,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,128,512,42.830,4098,2048,2050,0,4097,799948
PrefixSum,2,1024,4000000,128,512,0.271,0,0,0,0,0,799948
WarpLevel,2,1024,4000000,128,1024,24.685,8195,4096,4099,0,8194,799948
