Kernel type,Num cols,Init buffer size,Num bytes,Num Blocks,Num threads,Kernel Time,Malloc Count,Kernel malloc,Vec malloc,Next buf malloc,Free,Result total len
PrefixSum,5,4096,40000,8,512,0.044,0,0,0,0,0,7962
WarpLevel,5,4096,40000,8,1024,2.898,513,256,257,0,512,7962
PrefixSum,5,4096,40000,8,1024,0.042,0,0,0,0,0,7962
WarpLevel,5,4096,40000,32,64,1.116,129,64,65,0,128,7962
PrefixSum,5,4096,40000,32,64,0.050,0,0,0,0,0,7962
WarpLevel,5,4096,40000,32,128,2.099,257,128,129,0,256,7962
PrefixSum,5,4096,40000,32,128,0.044,0,0,0,0,0,7962
WarpLevel,5,4096,40000,32,256,4.342,513,256,257,0,512,7962
PrefixSum,5,4096,40000,32,256,0.042,0,0,0,0,0,7962
WarpLevel,5,4096,40000,32,512,8.014,1025,512,513,0,1024,7962
PrefixSum,5,4096,40000,32,512,0.041,0,0,0,0,0,7962
WarpLevel,5,4096,40000,32,1024,10.963,2049,1024,1025,0,2048,7962
PrefixSum,5,4096,40000,32,1024,0.042,0,0,0,0,0,7962
WarpLevel,5,4096,40000,128,64,21.029,513,256,257,0,512,7962
PrefixSum,5,4096,40000,128,64,0.042,0,0,0,0,0,7962
WarpLevel,5,4096,40000,128,128,29.816,1025,512,513,0,1024,7962
PrefixSum,5,4096,40000,128,128,0.042,0,0,0,0,0,7962
WarpLevel,5,4096,40000,128,256,47.248,2049,1024,1025,0,2048,7962
PrefixSum,5,4096,40000,128,256,0.042,0,0,0,0,0,7962
WarpLevel,5,4096,40000,128,512,15.510,4098,2048,2050,0,4097,7962
PrefixSum,5,4096,40000,128,512,0.043,0,0,0,0,0,7962
WarpLevel,5,4096,40000,128,1024,26.177,8195,4096,4099,0,8194,7962
PrefixSum,5,4096,40000,128,1024,0.042,0,0,0,0,0,7962
WarpLevel,5,4096,4000000,1,64,30.771,17,2,3,12,16,799948
PrefixSum,5,4096,4000000,1,64,53.120,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,1,128,15.768,29,4,5,20,28,799948
PrefixSum,5,4096,4000000,1,128,26.727,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,1,256,8.270,49,8,9,32,48,799948
PrefixSum,5,4096,4000000,1,256,13.663,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,1,512,4.709,81,16,17,48,80,799948
PrefixSum,5,4096,4000000,1,512,7.376,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,1,1024,3.615,129,32,33,64,128,799948
PrefixSum,5,4096,4000000,1,1024,4.285,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,8,64,4.147,81,16,17,48,80,799948
PrefixSum,5,4096,4000000,8,64,6.764,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,8,128,2.487,129,32,33,64,128,799948
PrefixSum,5,4096,4000000,8,128,3.482,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,8,256,2.262,257,64,65,128,256,799948
PrefixSum,5,4096,4000000,8,256,1.857,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,8,512,4.003,385,128,129,128,384,799948
PrefixSum,5,4096,4000000,8,512,1.079,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,8,1024,4.329,513,256,257,0,512,799948
PrefixSum,5,4096,4000000,8,1024,0.733,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,32,64,2.763,257,64,65,128,256,799948
PrefixSum,5,4096,4000000,32,64,1.818,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,32,128,3.870,385,128,129,128,384,799948
PrefixSum,5,4096,4000000,32,128,1.015,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,32,256,6.868,513,256,257,0,512,799948
PrefixSum,5,4096,4000000,32,256,0.653,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,32,512,13.085,1025,512,513,0,1024,799948
PrefixSum,5,4096,4000000,32,512,0.588,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,32,1024,18.438,2049,1024,1025,0,2048,799948
PrefixSum,5,4096,4000000,32,1024,0.784,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,128,64,23.952,513,256,257,0,512,799948
PrefixSum,5,4096,4000000,128,64,0.632,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,128,128,37.117,1025,512,513,0,1024,799948
PrefixSum,5,4096,4000000,128,128,0.558,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,128,256,50.324,2049,1024,1025,0,2048,799948
PrefixSum,5,4096,4000000,128,256,0.735,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,128,512,18.133,4098,2048,2050,0,4097,799948
PrefixSum,5,4096,4000000,128,512,0.406,0,0,0,0,0,799948
WarpLevel,5,4096,4000000,128,1024,25.670,8195,4096,4099,0,8194,799948
PrefixSum,5,4096,4000000,128,1024,0.348,0,0,0,0,0,799948
WarpLevel,5,4096,40000000,1,64,307.701,23,2,3,18,22,8000738
PrefixSum,5,4096,40000000,1,64,533.317,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,1,128,154.587,41,4,5,32,40,8000738
PrefixSum,5,4096,40000000,1,128,272.008,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,1,256,79.066,73,8,9,56,72,8000738
PrefixSum,5,4096,40000000,1,256,136.088,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,1,512,41.543,129,16,17,96,128,8000738
PrefixSum,5,4096,40000000,1,512,72.794,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,1,1024,24.063,225,32,33,160,224,8000738
PrefixSum,5,4096,40000000,1,1024,42.277,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,8,64,46.766,129,16,17,96,128,8000738
PrefixSum,5,4096,40000000,8,64,80.712,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,8,128,24.608,225,32,33,160,224,8000738
PrefixSum,5,4096,40000000,8,128,41.332,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,8,256,12.108,385,64,65,256,384,8000738
PrefixSum,5,4096,40000000,8,256,17.474,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,8,512,11.507,769,128,129,512,768,8000738
PrefixSum,5,4096,40000000,8,512,9.723,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,8,1024,17.931,1281,256,257,768,1280,8000738
PrefixSum,5,4096,40000000,8,1024,6.360,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,32,64,12.163,385,64,65,256,384,8000738
PrefixSum,5,4096,40000000,32,64,17.143,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,32,128,8.430,769,128,129,512,768,8000738
PrefixSum,5,4096,40000000,32,128,9.093,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,32,256,15.188,1281,256,257,768,1280,8000738
PrefixSum,5,4096,40000000,32,256,5.610,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,32,512,20.034,2050,512,514,1024,2049,8000738
PrefixSum,5,4096,40000000,32,512,6.149,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,32,1024,61.165,3074,1024,1026,1024,3073,8000738
PrefixSum,5,4096,40000000,32,1024,9.782,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,128,64,39.458,1281,256,257,768,1280,8000738
PrefixSum,5,4096,40000000,128,64,5.381,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,128,128,70.517,2050,512,514,1024,2049,8000738
PrefixSum,5,4096,40000000,128,128,5.965,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,128,256,57.813,3074,1024,1026,1024,3073,8000738
PrefixSum,5,4096,40000000,128,256,9.939,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,128,512,22.126,4098,2048,2050,0,4097,8000738
PrefixSum,5,4096,40000000,128,512,8.626,0,0,0,0,0,8000738
WarpLevel,5,4096,40000000,128,1024,37.079,8195,4096,4099,0,8194,8000738
PrefixSum,5,4096,40000000,128,1024,8.131,0,0,0,0,0,8000738
WarpLevel,5,4096,400000000,1,64,3199.373,31,2,3,26,30,80000786
PrefixSum,5,4096,400000000,1,64,5656.716,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,1,128,1617.460,57,4,5,48,56,80000786
PrefixSum,5,4096,400000000,1,128,2691.787,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,1,256,781.027,105,8,9,88,104,80000786
PrefixSum,5,4096,400000000,1,256,1362.598,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,1,512,404.322,193,16,17,160,192,80000786
PrefixSum,5,4096,400000000,1,512,726.758,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,1,1024,224.623,353,32,33,288,352,80000786
PrefixSum,5,4096,400000000,1,1024,418.862,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,8,64,386.560,193,16,17,160,192,80000786
PrefixSum,5,4096,400000000,8,64,669.023,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,8,128,195.845,353,32,33,288,352,80000786
PrefixSum,5,4096,400000000,8,128,338.896,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,8,256,103.123,641,64,65,512,640,80000786
PrefixSum,5,4096,400000000,8,256,174.122,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,8,512,62.899,1153,128,129,896,1152,80000786
PrefixSum,5,4096,400000000,8,512,96.539,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,8,1024,54.423,2050,256,258,1536,2049,80000786
PrefixSum,5,4096,400000000,8,1024,63.781,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,32,64,101.701,641,64,65,512,640,80000786
PrefixSum,5,4096,400000000,32,64,171.403,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,32,128,59.878,1153,128,129,896,1152,80000786
PrefixSum,5,4096,400000000,32,128,91.162,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,32,256,41.439,2050,256,258,1536,2049,80000786
PrefixSum,5,4096,400000000,32,256,56.686,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,32,512,49.607,3587,512,515,2560,3586,80000786
PrefixSum,5,4096,400000000,32,512,64.803,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,32,1024,74.621,6148,1024,1028,4096,6147,80000786
PrefixSum,5,4096,400000000,32,1024,101.539,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,128,64,70.164,2050,256,258,1536,2049,80000786
PrefixSum,5,4096,400000000,128,64,54.117,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,128,128,110.695,3587,512,515,2560,3586,80000786
PrefixSum,5,4096,400000000,128,128,61.208,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,128,256,39.039,6148,1024,1028,4096,6147,80000786
PrefixSum,5,4096,400000000,128,256,96.689,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,128,512,61.377,10244,2048,2052,6144,10243,80000786
PrefixSum,5,4096,400000000,128,512,92.250,0,0,0,0,0,80000786
WarpLevel,5,4096,400000000,128,1024,158.625,16389,4096,4101,8192,16388,80000786
PrefixSum,5,4096,400000000,128,1024,92.233,0,0,0,0,0,80000786
WarpLevel,1,16384,4000,1,64,0.103,5,2,3,0,4,784
PrefixSum,1,16384,4000,1,64,0.063,0,0,0,0,0,784
WarpLevel,1,16384,4000,1,128,0.105,9,4,5,0,8,784
PrefixSum,1,16384,4000,1,128,0.050,0,0,0,0,0,784
WarpLevel,1,16384,4000,1,256,0.177,17,8,9,0,16,784
PrefixSum,1,16384,4000,1,256,0.051,0,0,0,0,0,784
WarpLevel,1,16384,4000,1,512,0.451,33,16,17,0,32,784
PrefixSum,1,16384,4000,1,512,0.045,0,0,0,0,0,784
WarpLevel,1,16384,4000,1,1024,1.264,65,32,33,0,64,784
PrefixSum,1,16384,4000,1,1024,0.052,0,0,0,0,0,784
WarpLevel,1,16384,4000,8,64,0.170,33,16,17,0,32,784
PrefixSum,1,16384,4000,8,64,0.042,0,0,0,0,0,784
WarpLevel,1,16384,4000,8,128,0.215,65,32,33,0,64,784
PrefixSum,1,16384,4000,8,128,0.037,0,0,0,0,0,784
WarpLevel,1,16384,4000,8,256,0.475,129,64,65,0,128,784
PrefixSum,1,16384,4000,8,256,0.041,0,0,0,0,0,784
WarpLevel,1,16384,4000,8,512,1.146,257,128,129,0,256,784
PrefixSum,1,16384,4000,8,512,0.040,0,0,0,0,0,784
WarpLevel,1,16384,4000,8,1024,3.171,513,256,257,0,512,784
PrefixSum,1,16384,4000,8,1024,0.040,0,0,0,0,0,784
WarpLevel,1,16384,4000,32,64,1.058,129,64,65,0,128,784
PrefixSum,1,16384,4000,32,64,0.040,0,0,0,0,0,784
WarpLevel,1,16384,4000,32,128,2.116,257,128,129,0,256,784
PrefixSum,1,16384,4000,32,128,0.039,0,0,0,0,0,784
WarpLevel,1,16384,4000,32,256,4.040,513,256,257,0,512,784
PrefixSum,1,16384,4000,32,256,0.038,0,0,0,0,0,784
WarpLevel,1,16384,4000,32,512,6.639,1025,512,513,0,1024,784
PrefixSum,1,16384,4000,32,512,0.039,0,0,0,0,0,784
WarpLevel,1,16384,4000,32,1024,7.074,2049,1024,1025,0,2048,784
PrefixSum,1,16384,4000,32,1024,0.039,0,0,0,0,0,784
WarpLevel,1,16384,4000,128,64,16.400,513,256,257,0,512,784
PrefixSum,1,16384,4000,128,64,0.039,0,0,0,0,0,784
WarpLevel,1,16384,4000,128,128,21.102,1025,512,513,0,1024,784
PrefixSum,1,16384,4000,128,128,0.039,0,0,0,0,0,784
WarpLevel,1,16384,4000,128,256,27.195,2049,1024,1025,0,2048,784
PrefixSum,1,16384,4000,128,256,0.039,0,0,0,0,0,784
WarpLevel,1,16384,4000,128,512,27.306,4098,2048,2050,0,4097,784
PrefixSum,1,16384,4000,128,512,0.040,0,0,0,0,0,784
WarpLevel,1,16384,4000,128,1024,13.615,8195,4096,4099,0,8194,784
PrefixSum,1,16384,4000,128,1024,0.041,0,0,0,0,0,784
WarpLevel,1,16384,40000,1,64,0.137,5,2,3,0,4,7962
PrefixSum,1,16384,40000,1,64,0.114,0,0,0,0,0,7962
WarpLevel,1,16384,40000,1,128,0.105,9,4,5,0,8,7962
PrefixSum,1,16384,40000,1,128,0.077,0,0,0,0,0,7962
WarpLevel,1,16384,40000,1,256,0.138,17,8,9,0,16,7962
PrefixSum,1,16384,40000,1,256,0.064,0,0,0,0,0,7962
WarpLevel,1,16384,40000,1,512,0.291,33,16,17,0,32,7962
PrefixSum,1,16384,40000,1,512,0.053,0,0,0,0,0,7962
WarpLevel,1,16384,40000,1,1024,0.874,65,32,33,0,64,7962
PrefixSum,1,16384,40000,1,1024,0.047,0,0,0,0,0,7962
WarpLevel,1,16384,40000,8,64,0.178,33,16,17,0,32,7962
PrefixSum,1,16384,40000,8,64,0.048,0,0,0,0,0,7962
WarpLevel,1,16384,40000,8,128,0.260,65,32,33,0,64,7962
PrefixSum,1,16384,40000,8,128,0.042,0,0,0,0,0,7962
WarpLevel,1,16384,40000,8,256,0.574,129,64,65,0,128,7962
PrefixSum,1,16384,40000,8,256,0.041,0,0,0,0,0,7962
WarpLevel,1,16384,40000,8,512,1.079,257,128,129,0,256,7962
PrefixSum,1,16384,40000,8,512,0.040,0,0,0,0,0,7962
WarpLevel,1,16384,40000,8,1024,3.045,513,256,257,0,512,7962
PrefixSum,1,16384,40000,8,1024,0.040,0,0,0,0,0,7962
WarpLevel,1,16384,40000,32,64,0.939,129,64,65,0,128,7962
PrefixSum,1,16384,40000,32,64,0.044,0,0,0,0,0,7962
WarpLevel,1,16384,40000,32,128,1.801,257,128,129,0,256,7962
PrefixSum,1,16384,40000,32,128,0.040,0,0,0,0,0,7962
WarpLevel,1,16384,40000,32,256,3.116,513,256,257,0,512,7962
PrefixSum,1,16384,40000,32,256,0.038,0,0,0,0,0,7962
WarpLevel,1,16384,40000,32,512,5.337,1025,512,513,0,1024,7962
PrefixSum,1,16384,40000,32,512,0.039,0,0,0,0,0,7962
WarpLevel,1,16384,40000,32,1024,6.596,2049,1024,1025,0,2048,7962
PrefixSum,1,16384,40000,32,1024,0.038,0,0,0,0,0,7962
WarpLevel,1,16384,40000,128,64,16.285,513,256,257,0,512,7962
PrefixSum,1,16384,40000,128,64,0.039,0,0,0,0,0,7962
WarpLevel,1,16384,40000,128,128,23.156,1025,512,513,0,1024,7962
PrefixSum,1,16384,40000,128,128,0.041,0,0,0,0,0,7962
WarpLevel,1,16384,40000,128,256,25.380,2049,1024,1025,0,2048,7962
PrefixSum,1,16384,40000,128,256,0.038,0,0,0,0,0,7962
WarpLevel,1,16384,40000,128,512,24.703,4098,2048,2050,0,4097,7962
PrefixSum,1,16384,40000,128,512,0.039,0,0,0,0,0,7962
WarpLevel,1,16384,40000,128,1024,9.999,8195,4096,4099,0,8194,7962
PrefixSum,1,16384,40000,128,1024,0.041,0,0,0,0,0,7962
WarpLevel,1,16384,4000000,1,64,11.133,13,2,3,8,12,799948
PrefixSum,1,16384,4000000,1,64,14.422,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,1,128,5.973,21,4,5,12,20,799948
PrefixSum,1,16384,4000000,1,128,7.366,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,1,256,2.924,33,8,9,16,32,799948
PrefixSum,1,16384,4000000,1,256,3.607,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,1,512,1.919,65,16,17,32,64,799948
PrefixSum,1,16384,4000000,1,512,2.313,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,1,1024,1.734,97,32,33,32,96,799948
PrefixSum,1,16384,4000000,1,1024,1.709,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,8,64,1.454,65,16,17,32,64,799948
PrefixSum,1,16384,4000000,8,64,1.803,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,8,128,0.979,97,32,33,32,96,799948
PrefixSum,1,16384,4000000,8,128,1.066,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,8,256,1.027,129,64,65,0,128,799948
PrefixSum,1,16384,4000000,8,256,0.566,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,8,512,2.064,257,128,129,0,256,799948
PrefixSum,1,16384,4000000,8,512,0.393,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,8,1024,4.948,513,256,257,0,512,799948
PrefixSum,1,16384,4000000,8,1024,0.352,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,32,64,1.578,129,64,65,0,128,799948
PrefixSum,1,16384,4000000,32,64,0.563,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,32,128,2.806,257,128,129,0,256,799948
PrefixSum,1,16384,4000000,32,128,0.365,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,32,256,5.318,513,256,257,0,512,799948
PrefixSum,1,16384,4000000,32,256,0.283,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,32,512,5.458,1025,512,513,0,1024,799948
PrefixSum,1,16384,4000000,32,512,0.357,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,32,1024,7.226,2049,1024,1025,0,2048,799948
PrefixSum,1,16384,4000000,32,1024,0.504,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,128,64,15.838,513,256,257,0,512,799948
PrefixSum,1,16384,4000000,128,64,0.270,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,128,128,23.251,1025,512,513,0,1024,799948
PrefixSum,1,16384,4000000,128,128,0.343,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,128,256,28.274,2049,1024,1025,0,2048,799948
PrefixSum,1,16384,4000000,128,256,0.480,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,128,512,21.133,4098,2048,2050,0,4097,799948
PrefixSum,1,16384,4000000,128,512,0.221,0,0,0,0,0,799948
WarpLevel,1,16384,4000000,128,1024,11.672,8195,4096,4099,0,8194,799948
PrefixSum,1,16384,4000000,128,1024,0.196,0,0,0,0,0,799948
WarpLevel,1,16384,40000000,1,64,100.807,19,2,3,14,18,8000738
PrefixSum,1,16384,40000000,1,64,124.586,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,1,128,51.395,33,4,5,24,32,8000738
PrefixSum,1,16384,40000000,1,128,64.695,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,1,256,28.065,57,8,9,40,56,8000738
PrefixSum,1,16384,40000000,1,256,34.307,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,1,512,15.134,97,16,17,64,96,8000738
PrefixSum,1,16384,40000000,1,512,20.708,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,1,1024,9.782,193,32,33,128,192,8000738
PrefixSum,1,16384,40000000,1,1024,16.043,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,8,64,13.255,97,16,17,64,96,8000738
PrefixSum,1,16384,40000000,8,64,15.787,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,8,128,7.218,193,32,33,128,192,8000738
PrefixSum,1,16384,40000000,8,128,8.198,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,8,256,4.527,321,64,65,192,320,8000738
PrefixSum,1,16384,40000000,8,256,4.547,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,8,512,4.543,513,128,129,256,512,8000738
PrefixSum,1,16384,40000000,8,512,3.558,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,8,1024,5.922,769,256,257,256,768,8000738
PrefixSum,1,16384,40000000,8,1024,2.486,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,32,64,4.735,321,64,65,192,320,8000738
PrefixSum,1,16384,40000000,32,64,4.353,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,32,128,4.080,513,128,129,256,512,8000738
PrefixSum,1,16384,40000000,32,128,2.555,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,32,256,5.954,769,256,257,256,768,8000738
PrefixSum,1,16384,40000000,32,256,1.763,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,32,512,10.540,1025,512,513,0,1024,8000738
PrefixSum,1,16384,40000000,32,512,3.816,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,32,1024,23.086,2049,1024,1025,0,2048,8000738
PrefixSum,1,16384,40000000,32,1024,6.421,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,128,64,18.617,769,256,257,256,768,8000738
PrefixSum,1,16384,40000000,128,64,1.607,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,128,128,29.588,1025,512,513,0,1024,8000738
PrefixSum,1,16384,40000000,128,128,3.369,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,128,256,39.364,2049,1024,1025,0,2048,8000738
PrefixSum,1,16384,40000000,128,256,8.196,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,128,512,17.456,4098,2048,2050,0,4097,8000738
PrefixSum,1,16384,40000000,128,512,5.722,0,0,0,0,0,8000738
WarpLevel,1,16384,40000000,128,1024,12.965,8195,4096,4099,0,8194,8000738
PrefixSum,1,16384,40000000,128,1024,5.675,0,0,0,0,0,8000738
WarpLevel,1,16384,400000000,1,64,1038.001,27,2,3,22,26,80000786
PrefixSum,1,16384,400000000,1,64,1301.275,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,1,128,514.139,49,4,5,40,48,80000786
PrefixSum,1,16384,400000000,1,128,659.544,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,1,256,266.049,89,8,9,72,88,80000786
PrefixSum,1,16384,400000000,1,256,339.646,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,1,512,139.819,161,16,17,128,160,80000786
PrefixSum,1,16384,400000000,1,512,199.317,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,1,1024,82.119,289,32,33,224,288,80000786
PrefixSum,1,16384,400000000,1,1024,158.138,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,8,64,129.824,161,16,17,128,160,80000786
PrefixSum,1,16384,400000000,8,64,156.777,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,8,128,67.232,289,32,33,224,288,80000786
PrefixSum,1,16384,400000000,8,128,81.708,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,8,256,37.160,513,64,65,384,512,80000786
PrefixSum,1,16384,400000000,8,256,44.889,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,8,512,24.849,897,128,129,640,896,80000786
PrefixSum,1,16384,400000000,8,512,28.136,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,8,1024,29.604,1538,256,258,1024,1537,80000786
PrefixSum,1,16384,400000000,8,1024,24.239,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,32,64,35.213,513,64,65,384,512,80000786
PrefixSum,1,16384,400000000,32,64,42.866,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,32,128,23.135,897,128,129,640,896,80000786
PrefixSum,1,16384,400000000,32,128,25.019,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,32,256,17.206,1538,256,258,1024,1537,80000786
PrefixSum,1,16384,400000000,32,256,17.325,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,32,512,19.519,2562,512,514,1536,2561,80000786
PrefixSum,1,16384,400000000,32,512,37.098,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,32,1024,33.837,4099,1024,1027,2048,4098,80000786
PrefixSum,1,16384,400000000,32,1024,67.221,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,128,64,20.553,1538,256,258,1024,1537,80000786
PrefixSum,1,16384,400000000,128,64,15.802,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,128,128,42.197,2562,512,514,1536,2561,80000786
PrefixSum,1,16384,400000000,128,128,35.582,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,128,256,25.724,4099,1024,1027,2048,4098,80000786
PrefixSum,1,16384,400000000,128,256,61.723,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,128,512,20.726,6147,2048,2051,2048,6146,80000786
PrefixSum,1,16384,400000000,128,512,61.347,0,0,0,0,0,80000786
WarpLevel,1,16384,400000000,128,1024,29.257,12292,4096,4100,4096,12291,80000786
PrefixSum,1,16384,400000000,128,1024,61.823,0,0,0,0,0,80000786
WarpLevel,2,16384,4000,1,64,0.066,5,2,3,0,4,784
PrefixSum,2,16384,4000,1,64,0.052,0,0,0,0,0,784
WarpLevel,2,16384,4000,1,128,0.076,9,4,5,0,8,784
PrefixSum,2,16384,4000,1,128,0.044,0,0,0,0,0,784
WarpLevel,2,16384,4000,1,256,0.113,17,8,9,0,16,784
PrefixSum,2,16384,4000,1,256,0.041,0,0,0,0,0,784
WarpLevel,2,16384,4000,1,512,0.278,33,16,17,0,32,784
PrefixSum,2,16384,4000,1,512,0.038,0,0,0,0,0,784
WarpLevel,2,16384,4000,1,1024,0.855,65,32,33,0,64,784
PrefixSum,2,16384,4000,1,1024,0.038,0,0,0,0,0,784
WarpLevel,2,16384,4000,8,64,0.154,33,16,17,0,32,784
PrefixSum,2,16384,4000,8,64,0.039,0,0,0,0,0,784
WarpLevel,2,16384,4000,8,128,0.230,65,32,33,0,64,784
PrefixSum,2,16384,4000,8,128,0.040,0,0,0,0,0,784
WarpLevel,2,16384,4000,8,256,0.448,129,64,65,0,128,784
PrefixSum,2,16384,4000,8,256,0.039,0,0,0,0,0,784
WarpLevel,2,16384,4000,8,512,1.267,257,128,129,0,256,784
PrefixSum,2,16384,4000,8,512,0.039,0,0,0,0,0,784
WarpLevel,2,16384,4000,8,1024,2.156,513,256,257,0,512,784
PrefixSum,2,16384,4000,8,1024,0.038,0,0,0,0,0,784
WarpLevel,2,16384,4000,32,64,0.927,129,64,65,0,128,784
PrefixSum,2,16384,4000,32,64,0.039,0,0,0,0,0,784
WarpLevel,2,16384,4000,32,128,1.758,257,128,129,0,256,784
PrefixSum,2,16384,4000,32,128,0.038,0,0,0,0,0,784
WarpLevel,2,16384,4000,32,256,3.127,513,256,257,0,512,784
